TeamId,TeamName,SubmissionDate,Score
9002674,"wolf storm","2022-08-17 09:20:39",1.00000
9029277,"Andrei Metelitsa","2022-08-16 13:41:32",1.00000
9005805,"Mehdi Sharifi","2022-08-16 18:37:21",1.00000
9035493,OnePiece,"2022-08-26 09:45:22",1.00000
9038452,neven.drabasah,"2022-08-18 01:25:06",1.00000
7870658,pollcrater,"2022-08-18 03:44:26",1.00000
9039106,"Hello hello","2022-08-18 05:38:14",1.00000
8924691,wodezhangxuan,"2022-08-24 06:22:21",1.00000
9043290,"Prasert Raksalam","2022-08-19 06:24:23",1.00000
9044427,"Katja Prashcharuk","2022-08-19 11:55:55",1.00000
9048400,Ilyass,"2022-08-20 10:22:27",1.00000
9049936,AbhaySanta,"2022-08-20 18:38:24",1.00000
8968261,"mr. fine","2022-08-21 17:17:58",1.00000
9050110,"Sandeep Bansode","2022-08-30 11:03:20",1.00000
8790656,guansuo,"2022-08-21 10:47:53",1.00000
9052280,ToriGlori,"2022-08-21 11:29:37",1.00000
9053003,"Alexsander Polyanskiy","2022-08-21 15:21:59",1.00000
9047521,LOTEAT,"2022-08-21 15:37:50",1.00000
9055181,alckasoc,"2022-08-22 06:56:39",1.00000
9059337,shenguansuo,"2022-08-23 05:53:08",1.00000
9059384,shenzhaoyun,"2022-08-23 06:08:59",1.00000
4505165,"Dhruv Tiwari","2022-08-23 06:27:29",1.00000
9059843,"Noah Florin-Sefton","2022-08-26 09:57:56",1.00000
9070787,"Pasha Khaan","2022-08-26 10:30:10",1.00000
9071499,yowamishi,"2022-08-25 14:24:03",1.00000
9074477,aiwandianao,"2022-08-26 08:55:46",1.00000
7086573,"squad titans","2022-08-26 11:20:36",1.00000
9081535,"Rohan Ambad","2022-08-28 12:49:11",1.00000
8204647,ezgi,"2022-08-29 03:01:44",1.00000
9083883,"varun sappa","2022-08-30 04:44:05",1.00000
9018445,scook4242,"2022-08-30 00:16:51",1.00000
9087469,"jialin cheng","2022-08-30 03:45:55",1.00000
5307838,"Daniel Fernandez #2","2022-08-30 19:22:45",1.00000
9094675,coweiping,"2022-08-31 18:39:36",1.00000
8984672,"chetan sah","2022-08-31 20:17:12",1.00000
9099633,"Data Science #3","2022-09-01 15:08:14",1.00000
9106132,tenikeev,"2022-09-03 06:07:41",1.00000
8871379,"Bella Pisani","2022-09-06 03:07:52",1.00000
8683495,"💥Tesla, Inc.💥","2022-09-04 01:03:11",1.00000
9108980,Wirpenson,"2022-09-04 03:45:13",1.00000
9090890,"Mustafa Burak BAHADIR","2022-09-04 13:54:00",1.00000
9104498,"Anmol Sahu","2022-09-04 16:04:25",1.00000
9112204,"Imma not robot","2022-09-05 03:20:31",1.00000
8260834,"Ravi Ramakrishnan","2022-09-07 18:49:59",1.00000
9123829,"Satya #6","2022-09-08 04:09:42",1.00000
9110471,"Tymur Khitrick","2022-09-08 04:40:36",1.00000
9121628,Rakuwa,"2022-09-08 06:45:28",1.00000
9127777,พริม,"2022-09-08 12:54:08",1.00000
9109744,MES-IOS-2,"2022-09-09 12:32:03",1.00000
5531807,"Mr. Sohel Rana","2022-09-15 15:58:05",1.00000
9119044,"harper meng","2022-09-12 09:54:18",1.00000
5237679,"Sumit Samantray","2022-09-12 13:04:45",1.00000
8165366,"Maxim Tcai","2022-09-13 17:16:25",1.00000
9152242,"Ashini B","2022-09-14 12:28:30",1.00000
9152598,"MONKEY D LUFFY76","2022-09-14 13:56:18",1.00000
9152635,"Manoj Gharge07","2022-09-14 14:04:58",1.00000
9126449,"Pradeep Prajapat","2022-09-14 14:27:06",1.00000
9153094,"Shantanu Bansode","2022-09-14 15:50:06",1.00000
9154025,antoniogalarza,"2022-09-14 21:33:50",1.00000
9125377,charlied23,"2022-09-15 21:25:39",1.00000
8953996,"luzhi han","2022-07-30 07:43:40",0.99760
3690288,"Petr Komarov","2022-08-21 16:31:09",0.99760
9089759,nubda,"2022-09-13 15:02:49",0.99760
9123438,"SemesterProject1 2022","2022-09-14 12:30:42",0.99760
8908105,LihuiLiu2000,"2022-07-30 14:58:22",0.99043
9043655,"Rayen Ghali","2022-08-20 12:29:31",0.98803
9131554,JaswanthReddy31,"2022-09-09 13:52:12",0.98803
9154588,"Jhansi Ravipati","2022-09-15 02:31:29",0.98803
9058539,"Samuel Smith","2022-08-23 00:21:02",0.97368
1012679,"Chintan Raiyani","2022-08-03 06:51:13",0.96889
8270594,kacangrebus,"2022-08-26 12:39:15",0.94258
234847,Scirpus,"2022-08-12 08:31:11",0.94019
4274740,Magicquin,"2022-08-25 09:47:44",0.94019
9144449,无,"2022-09-13 01:42:43",0.94019
9120543,"John Wessel","2022-09-15 14:53:41",0.94019
8928865,"Thành Nguyễn Thiện","2022-07-22 13:43:49",0.89473
8979393,NeProfy,"2022-08-31 16:55:10",0.87559
8108287,"khashayar rahimi","2022-08-25 12:31:58",0.86124
8999150,"Hidetaka Kawamura","2022-08-09 10:22:26",0.84928
8968275,"John Smith 8aug88","2022-08-10 19:25:41",0.84688
8770960,"João Brazuna #2","2022-07-24 15:49:42",0.83253
8896121,Guo_yyyyy,"2022-07-21 03:31:36",0.82775
8892225,xiaohu2200,"2022-07-22 06:15:22",0.82535
9136151,sec98b4e,"2022-09-14 02:46:20",0.82535
4457466,"SIVA RAMA KRISHNA PERUMALLA","2022-08-05 04:17:55",0.82296
6943719,"Mario Caesar","2022-09-01 10:23:16",0.81818
8892029,iamRavi1,"2022-07-20 15:04:59",0.81818
8889601,InoueOhru,"2022-08-07 08:19:58",0.81818
8842238,Nishina1027,"2022-08-04 05:31:50",0.81818
8941964,"Leila Ashayeri","2022-08-05 08:48:57",0.81818
8793009,"Anubhav De","2022-08-06 15:21:48",0.81818
5642372,"Andreas Stavrou","2022-08-16 08:41:51",0.81818
8770664,"Anisha Ray","2022-08-17 09:38:58",0.81818
9028209,"Arslan #2","2022-08-18 19:39:04",0.81818
9048368,"hitode #2","2022-08-20 12:09:00",0.81818
9048869,buaids9,"2022-08-20 14:17:06",0.81818
8976634,"Rahul Enamala","2022-08-21 17:37:48",0.81818
9042185,"Dominik Mińkowski","2022-08-25 20:37:36",0.81818
8701169,"newbie tries to get high score","2022-08-23 06:07:54",0.81818
9056451,DreamW,"2022-08-22 12:11:46",0.81818
9047679,candelabrum,"2022-09-05 15:09:47",0.81818
9092770,namhyon,"2022-08-31 08:34:17",0.81818
9054997,"Michael Attoh","2022-09-07 03:00:45",0.81818
9053906,remmadrebo,"2022-09-04 21:11:12",0.81818
9095899,"Yiannis Sarantitis","2022-09-14 11:30:00",0.81818
8849693,"Bangjun Li","2022-09-10 13:11:17",0.81818
7688537,"Best Siravee","2022-07-18 10:42:47",0.81578
8912593,"Bohao Ning","2022-08-03 23:38:46",0.81578
8917035,"1643 PEDRO SANCHEZ GIL GALINDO","2022-07-19 21:55:20",0.81578
8905798,陈jar希sie,"2022-07-21 07:37:00",0.81578
8927744,Good_Nam,"2022-07-22 07:41:59",0.81578
8941334,"Jiang Yu #2","2022-07-26 04:08:01",0.81578
8695287,"Cunling Fang","2022-08-01 09:39:07",0.81578
5223369,"Women and Children First","2022-08-09 18:45:29",0.81578
8952635,ClayGendron,"2022-07-30 21:01:40",0.81578
8966673,imAaay,"2022-08-01 12:11:02",0.81578
2916585,umitbu,"2022-08-01 16:37:48",0.81578
8967228,gregkseno,"2022-08-02 19:56:59",0.81578
8889765,"sarthak chandratre","2022-08-05 06:56:03",0.81578
8970647,"xelov35 ","2022-08-04 09:18:56",0.81578
8928641,"Roman Sokolov","2022-08-05 11:48:13",0.81578
8993958,"[Deleted] 85adf0ef-4ae0-4365-a892-9f4bb6fb5783","2022-08-15 12:13:22",0.81578
8998483,LimJH97,"2022-08-09 08:01:49",0.81578
374233,WilliamPanak,"2022-09-08 14:06:24",0.81578
8986894,LucyWang123,"2022-08-13 09:08:37",0.81578
8934240,Humility_K,"2022-08-13 19:44:11",0.81578
9035232,cql5354608484,"2022-08-17 08:16:25",0.81578
8931687,dirk4141,"2022-08-18 10:48:33",0.81578
9024204,eixh0fxq,"2022-08-19 12:27:39",0.81578
1646621,MvsRao,"2022-09-04 09:13:57",0.81578
9055429,"Oybek Eraliev","2022-08-26 05:27:05",0.81578
9078484,makit,"2022-08-27 13:47:26",0.81578
4642048,Balicien,"2022-08-27 15:56:19",0.81578
9077520,ustcjyz,"2022-08-31 04:44:11",0.81578
8879459,sammuelsum,"2022-09-05 15:20:56",0.81578
9102818,gengshan,"2022-09-03 07:22:10",0.81578
7470247,"Mr. Bisht","2022-09-08 06:11:17",0.81578
9122762,Nobody_martin,"2022-09-08 06:51:09",0.81578
8840521,Sacchainess,"2022-09-12 01:32:24",0.81578
9127260,qhsuuu,"2022-09-13 06:31:10",0.81578
9145586,WAxelrod,"2022-09-13 06:50:08",0.81578
4490508,"Miguel Salas","2022-09-15 17:41:57",0.81578
6590016,"Osman Altuntas","2022-07-24 15:40:15",0.81339
4857744,Dov_xinran,"2022-07-31 06:21:37",0.81339
7219374,"Omar Khalid","2022-08-04 15:02:27",0.81339
1066698,"Roki Lee","2022-08-04 15:00:47",0.81339
8943261,igor.bartashevich,"2022-08-06 21:10:10",0.81339
8987345,TusharSingh31,"2022-08-07 14:54:20",0.81339
8923738,"Hoolli Gun","2022-08-09 07:30:00",0.81339
8982774,herb37,"2022-08-09 09:10:24",0.81339
8916171,kevinsantoso123,"2022-08-09 10:09:39",0.81339
8978620,Chengluu,"2022-08-12 07:14:47",0.81339
8933337,"Abdun Noor","2022-08-15 12:35:14",0.81339
8992884,๖ۣۜℜol𝖊x,"2022-08-15 03:16:48",0.81339
9068568,"Aurod Ounsinegad","2022-08-29 02:59:33",0.81339
9081289,SENNYsideUP,"2022-09-03 12:56:46",0.81339
8337540,"Minsung Kang","2022-09-14 12:36:18",0.81339
9154611,HB.YOON,"2022-09-15 02:21:48",0.81339
8826961,Masa7777,"2022-07-27 04:33:00",0.81100
8914824,"ono dai","2022-07-31 05:55:22",0.81100
8923518,zannian,"2022-07-21 06:41:07",0.81100
8848093,"Kouhei Miyazaki","2022-07-21 13:13:13",0.81100
8926512,notghettolenny,"2022-07-22 00:03:35",0.81100
8754915,"Jacob Comeau","2022-07-24 22:40:14",0.81100
8912198,"Fuma Murata","2022-07-26 05:52:29",0.81100
8950174,"Hung Min WANG","2022-07-30 09:15:54",0.81100
8859014,"shimizu yusuke","2022-08-02 08:44:00",0.81100
6890557,hliangchen,"2022-08-14 19:06:25",0.81100
4360799,linblack,"2022-08-17 09:39:27",0.81100
9036955,"Afonso M. Carvalho","2022-08-17 15:19:28",0.81100
6250935,"HoHyun Cha","2022-08-22 07:07:52",0.81100
2020396,"SAIT VNTU","2022-08-21 18:21:10",0.81100
9005582,"Tomáš Krupa","2022-08-21 16:51:14",0.81100
4440680,treeman,"2022-08-30 04:10:58",0.81100
6189337,"Ian2 Kim","2022-08-28 05:24:43",0.81100
9022148,Hong-Seon-Gi,"2022-09-05 00:32:19",0.81100
9098412,"Tada Lim","2022-09-01 10:37:06",0.81100
9036895,AlexVarnava,"2022-09-01 15:42:48",0.81100
9104262,Pfamgmt,"2022-09-02 21:00:58",0.81100
9085333,Hong-Seon-Gi-3,"2022-09-04 08:29:42",0.81100
8912834,APX112,"2022-09-12 21:32:58",0.81100
7945635,"Sathya Ragunathan","2022-07-18 13:00:07",0.80861
8851362,"Saju Sathyanathan","2022-07-27 13:09:46",0.80861
8986066,Minami0617,"2022-08-06 06:30:52",0.80861
8974478,"Ajiboye Toluwalase","2022-08-21 23:05:38",0.80861
8937138,Ceyear,"2022-08-19 08:10:33",0.80861
7633706,"Lovro Selic","2022-08-24 14:03:08",0.80861
2406737,Amaranatha,"2022-08-25 07:49:45",0.80861
7044863,kawawawa23,"2022-09-03 06:09:26",0.80861
9087538,kokohe,"2022-08-31 02:33:32",0.80861
9096988,"Thanush Siva Sai","2022-09-01 05:36:08",0.80861
9075585,"Alex #95","2022-09-06 04:27:26",0.80861
8797375,"JC Cheng鄭人銓","2022-09-07 03:40:16",0.80861
7346898,hazel961126,"2022-09-07 04:01:44",0.80861
8880516,"Nebojsa M","2022-09-08 12:27:19",0.80861
8834368,"Zheng Yang #2","2022-07-18 06:36:49",0.80622
8715080,s-ma1324,"2022-08-20 14:46:53",0.80622
8915119,Dmmitry,"2022-07-19 11:32:44",0.80622
8855093,wakapy,"2022-07-19 18:02:48",0.80622
8887259,"helen kim+R","2022-08-31 02:13:06",0.80622
8924544,"snow 4726","2022-07-21 11:04:54",0.80622
8939240,"Rimmel Asghar","2022-07-25 13:46:12",0.80622
8889868,ntp6647,"2022-07-28 08:50:56",0.80622
8949350,sigma009,"2022-08-03 06:49:40",0.80622
8827514,"Hiroshi Awashima","2022-08-03 10:22:45",0.80622
3577563,ikazman,"2022-08-06 09:51:24",0.80622
8837060,"Dhruv Talan","2022-08-07 16:41:04",0.80622
8569081,Chennu1,"2022-08-26 07:25:05",0.80622
8964868,"Hisafumi Takahashi","2022-08-08 07:35:14",0.80622
8992172,iijimanaoki,"2022-08-08 08:38:42",0.80622
9001980,"tianbo du","2022-08-10 05:37:33",0.80622
6196959,Hayate5125,"2022-09-15 05:08:57",0.80622
8992706,"suyu #4","2022-08-11 13:12:47",0.80622
9012239,nekkotk,"2022-08-12 12:59:44",0.80622
3616061,HYasui,"2022-08-16 04:29:02",0.80622
8807155,"Ricku Roans","2022-08-28 07:04:58",0.80622
9036426,Shiokawa,"2022-09-15 05:22:30",0.80622
9035577,"Akira Sato111","2022-08-24 14:42:40",0.80622
8981142,"prasad somvanshi","2022-08-21 17:11:07",0.80622
9072752,Rallyque,"2022-08-25 21:14:14",0.80622
9071644,jkljksdf,"2022-09-08 12:56:37",0.80622
9086602,levimjoseph,"2022-08-29 19:53:32",0.80622
9089368,YasuMsd,"2022-08-30 12:53:34",0.80622
9098087,"Ahmed Baniyassien","2022-09-01 13:52:30",0.80622
757108,"Stefan 10","2022-09-02 06:39:24",0.80622
9078177,Hong-Seon-Gi-2,"2022-09-03 08:21:39",0.80622
7220254,"Omar Gamal #2","2022-09-05 18:42:49",0.80622
9124568,AIdev0410,"2022-09-08 14:07:05",0.80622
2874980,askaaska,"2022-09-10 19:01:06",0.80622
9036182,m.rex14,"2022-09-11 01:56:01",0.80622
9132004,"ta fu","2022-09-11 10:44:21",0.80622
5325036,"Gabriel Akinbiyi","2022-09-14 20:13:35",0.80622
8925296,aadityazz,"2022-07-21 14:45:23",0.80382
8944501,SlightlyMad,"2022-08-12 15:55:38",0.80382
8941813,Ajay0955,"2022-08-15 11:56:06",0.80382
8968432,"Aziza Satkhozhina","2022-08-12 20:36:54",0.80382
8958794,"Roman Chaika #2","2022-08-06 21:35:47",0.80382
8669964,Ryuji12,"2022-08-09 02:51:15",0.80382
9010198,"Masashi Shimanuki","2022-08-12 01:35:35",0.80382
2650632,abramc,"2022-09-15 02:10:52",0.80382
8980137,Kang.s.k,"2022-08-12 10:57:03",0.80382
9012971,"Liam Ye","2022-08-12 15:42:05",0.80382
9001048,Teimoshii,"2022-08-12 20:35:53",0.80382
8798969,lj2022,"2022-08-18 03:27:23",0.80382
9038810,ouc_lj_2022,"2022-08-22 07:37:45",0.80382
8984619,"Doctor Jay","2022-08-23 10:21:41",0.80382
8937369,"Kenyo Odanaka","2022-08-23 04:51:49",0.80382
8962087,Santhani_Abhay,"2022-08-21 14:24:26",0.80382
8968286,"Shivansh #2","2022-09-06 14:25:58",0.80382
9063713,Bryant0108,"2022-08-24 03:51:07",0.80382
8968574,mrmatyas,"2022-08-27 11:21:18",0.80382
361607,itexname,"2022-09-06 16:39:09",0.80382
8762246,"Suzuto Honda","2022-08-31 14:43:47",0.80382
9073494,"David Baldwine Osei","2022-09-01 02:45:36",0.80382
9090671,ZHX,"2022-09-05 15:51:04",0.80382
7930759,"Andrii Gladun","2022-09-13 15:14:56",0.80382
7891330,"Anastasiia #3","2022-08-07 15:40:41",0.80143
8929026,"Youssef Toukabri","2022-07-26 14:12:51",0.80143
8937991,Janus,"2022-08-01 04:05:16",0.80143
8909443,yutingdodo,"2022-07-26 10:34:32",0.80143
8950176,paritosh1990,"2022-07-28 07:10:45",0.80143
8948417,Elnath_12022,"2022-08-16 03:57:52",0.80143
8674456,"Tanabe Yuta","2022-08-02 05:00:14",0.80143
1634599,"Avinash Kanumuru","2022-08-04 06:22:05",0.80143
8989895,fxyang,"2022-08-07 12:10:00",0.80143
2306781,Otodo,"2022-09-15 06:19:07",0.80143
9010639,REDARMY6744,"2022-08-12 04:37:41",0.80143
8669868,"Takuama Inagaki","2022-08-16 06:13:01",0.80143
9022426,Anya·M,"2022-08-15 07:15:38",0.80143
8902511,SwapnaliMore19,"2022-08-15 07:48:14",0.80143
9024810,"[Deleted] a80f115f-f275-437e-9231-5d92f9f6d4b7","2022-08-15 17:37:37",0.80143
9047574,Tarun9909,"2022-08-21 15:00:40",0.80143
9041243,ENP_Brad,"2022-08-23 13:56:45",0.80143
6439782,K_S,"2022-08-23 18:49:38",0.80143
9069038,menweiwangdaye,"2022-08-25 06:12:26",0.80143
8778910,fuk_techno2,"2022-08-25 07:19:17",0.80143
9069580,"Nikita Mikheev","2022-08-26 12:37:02",0.80143
9077091,我是是帅哥,"2022-08-27 03:11:19",0.80143
9078639,Signal1016,"2022-08-27 13:48:11",0.80143
9099463,nanoex,"2022-09-04 02:50:17",0.80143
9101288,kunyuanS,"2022-09-03 09:26:45",0.80143
872955,SairamCh,"2022-09-07 09:17:26",0.80143
9116314,Sh1oShi0,"2022-09-07 07:51:55",0.80143
8613904,Khazafalista,"2022-09-08 07:34:32",0.80143
1749893,r99921052,"2022-09-08 09:01:06",0.80143
9126833,"LIN YIXUAN","2022-09-08 09:02:15",0.80143
9126876,KuaKuaJiun,"2022-09-08 09:08:54",0.80143
9126829,s83512266,"2022-09-08 09:10:51",0.80143
9126834,"Richard Chen #3","2022-09-08 09:15:48",0.80143
8861200,"Charles itibi","2022-09-13 16:47:35",0.80143
1872221,"Nurlan ","2022-09-09 16:22:40",0.80143
8491687,"Ruslan Dzhetere","2022-09-10 11:42:33",0.80143
9141684,"Coinisi L","2022-09-12 11:17:58",0.80143
9139452,"marwan omar","2022-09-14 14:57:25",0.80143
7137042,AlexanderAPS,"2022-07-18 20:52:26",0.79904
8901053,chal1ce,"2022-07-24 12:16:49",0.79904
8892527,YJWSWhandsome,"2022-07-22 04:19:29",0.79904
8939988,"Zineddine Houssam","2022-07-25 20:54:36",0.79904
8946329,"Eiji Hasegawa","2022-07-27 07:52:58",0.79904
5937185,"Artsiom Kolas","2022-08-01 10:18:48",0.79904
8983741,"michiel platteau","2022-08-07 17:08:11",0.79904
7319469,"Ajay Krishnan","2022-08-10 14:01:04",0.79904
8964523,cherry9343,"2022-08-11 08:18:01",0.79904
8998485,Cherry8922,"2022-08-09 08:14:04",0.79904
8998984,"elegent artist","2022-08-09 09:35:01",0.79904
9003220,"jimmy ok","2022-08-10 08:33:07",0.79904
8952842,"Rafael Oliveira Vidon","2022-08-30 20:19:47",0.79904
8984883,PabloPuVi,"2022-09-13 16:50:35",0.79904
8942903,AetelFinch,"2022-08-17 07:33:22",0.79904
8928437,"varsha arjun adake ","2022-08-17 08:18:45",0.79904
8920070,"ayhem bouabid","2022-08-18 07:52:48",0.79904
9019967,JiananSun,"2022-08-30 12:17:52",0.79904
6529838,Alexey.95,"2022-08-20 13:54:22",0.79904
9047931,"Shogo Yoshida","2022-08-30 05:31:12",0.79904
9059961,"alex fleutelot","2022-08-26 09:21:22",0.79904
8506861,"Divyesh Patel #5","2022-08-28 11:18:40",0.79904
9084197,"Ryunosuke Takizawa","2022-08-29 10:03:35",0.79904
9087962,"Eyal Even-Tov","2022-08-30 08:09:01",0.79904
9094089,"Fly Double","2022-08-31 12:58:52",0.79904
9082273,"Shweta Chiwhane","2022-09-02 08:40:57",0.79904
9075785,"José Elier Fajardo","2022-09-03 10:28:55",0.79904
9092685,"Masahiro Eguchi jp","2022-09-05 06:59:12",0.79904
9097395,"Nothing Is Normal","2022-09-09 12:20:05",0.79904
9052708,MartaMaWszy,"2022-09-08 18:15:39",0.79904
9130322,"Cooper McGuire","2022-09-09 07:17:08",0.79904
9132197,"Ronald Cedeno","2022-09-09 18:59:02",0.79904
9146939,YUJIANZAIZHU,"2022-09-13 12:05:28",0.79904
8405219,AnuragSinghChoudhary,"2022-09-13 16:11:33",0.79904
9142560,"Adam Dąbkowski","2022-09-13 18:11:17",0.79904
8843806,"Mark Perez","2022-07-20 02:07:46",0.79665
8841709,hsdream,"2022-07-18 10:34:27",0.79665
8908615,"Ari #2","2022-07-19 07:34:03",0.79665
8921369,"Mihail Titov","2022-07-21 09:40:47",0.79665
8920170,"Luis Felipe Garcia","2022-07-24 13:48:14",0.79665
6656137,"LY Omega","2022-07-22 02:40:36",0.79665
7586268,Sonata,"2022-07-22 08:26:07",0.79665
8929826,"Wenbin Pan","2022-07-28 23:41:26",0.79665
8947965,leejihwan21,"2022-07-27 15:07:39",0.79665
8903484,"Ratandeep Gupta","2022-07-28 05:59:21",0.79665
8944855,"corey haigh","2022-08-07 02:19:56",0.79665
8528014,"SUBAN SHRESTHA","2022-07-28 07:32:08",0.79665
412741,Adolfo,"2022-07-28 23:40:24",0.79665
8960283,Ayo175,"2022-07-30 19:52:38",0.79665
8848723,"Haines City","2022-08-01 17:20:35",0.79665
8942906,"Shivling Maynale","2022-08-31 20:47:41",0.79665
8946385,Ayilhan,"2022-08-08 08:32:40",0.79665
8975116,"Eugene Norokov","2022-09-15 18:38:00",0.79665
8971843,whisper4628,"2022-08-15 03:26:14",0.79665
8981042,"Narottam Chippa","2022-08-04 18:51:14",0.79665
8954515,tarundudeja,"2022-08-09 04:41:50",0.79665
8936144,Priyanka1010,"2022-08-15 18:29:07",0.79665
8988640,JJmarX,"2022-08-06 20:56:28",0.79665
8987985,LucyWang1234,"2022-08-07 07:36:10",0.79665
8632649,"Robert Me","2022-08-07 09:51:24",0.79665
8991757,"Yefim Sokolov","2022-08-15 21:23:52",0.79665
4791709,"Anshu Pandey233","2022-08-15 11:47:39",0.79665
4339729,taniponjp,"2022-08-11 02:49:56",0.79665
7839576,"Shamsutdinov Vadim","2022-08-13 09:20:10",0.79665
9000680,SunshineOMM,"2022-08-15 07:36:53",0.79665
8946046,"Kimaya Sheth","2022-08-15 10:06:36",0.79665
9025885,MinaMirz,"2022-08-16 16:38:43",0.79665
3489279,sun9sun9,"2022-08-17 11:05:09",0.79665
9002312,"Cagri Tanriover","2022-09-12 19:33:47",0.79665
9049336,kunihiro1997,"2022-08-20 15:59:40",0.79665
9051475,KazutoYasuda,"2022-08-21 08:02:44",0.79665
7910564,Olga_Ianina,"2022-08-21 09:00:04",0.79665
8967610,Dhwani_Bhandari,"2022-08-21 18:45:34",0.79665
5820190,NobuoFunao,"2022-08-22 09:55:08",0.79665
9058128,"Vitória Maria Carneiro Mathias","2022-08-24 00:11:57",0.79665
9058640,studyingML,"2022-08-23 01:37:15",0.79665
7869390,"Aung Nay","2022-08-24 04:26:33",0.79665
9069152,"SRIKAR PURETI 2022","2022-08-25 12:09:13",0.79665
8407405,Prorab_Vasili,"2022-08-27 15:32:29",0.79665
9042695,herako,"2022-08-28 13:30:53",0.79665
9039442,i.taka168,"2022-09-13 06:39:24",0.79665
8729504,"Onodera Chisato","2022-08-29 05:18:47",0.79665
6486981,"Maxi Diaz Battan","2022-09-01 13:04:59",0.79665
9068536,takai168,"2022-09-15 04:46:42",0.79665
9092148,t4kahash1,"2022-08-31 06:00:23",0.79665
793985,"Matt 37","2022-09-02 03:34:22",0.79665
9089066,MOLABO,"2022-09-01 23:28:13",0.79665
9084684,Amol_Dhumane,"2022-09-03 07:24:38",0.79665
9109264,ItoShogo,"2022-09-04 06:00:01",0.79665
9062716,"Brandon Amerine","2022-09-06 01:07:54",0.79665
9112009,FuriesX,"2022-09-05 02:21:59",0.79665
9012039,"Nguyen Tung Anh","2022-09-06 05:24:58",0.79665
9117553,"Albert Yu #2","2022-09-06 07:35:11",0.79665
9089427,"Rushikesh Sawarkar","2022-09-11 10:59:47",0.79665
9125828,Ragdoll99,"2022-09-08 02:58:56",0.79665
6449268,SeiyaOki,"2022-09-08 09:02:56",0.79665
9134678,"Jayanth Mohan","2022-09-10 11:55:09",0.79665
9031435,pesheto,"2022-09-11 22:23:52",0.79665
5137192,"Kirti Nikam","2022-09-13 07:42:37",0.79665
